objectid,name,year
4265,Iliad  The Siege of Troy,1978
7779,Heart of Oak  Naval Miniatures Rules for the Age of Fighting Sail,1978
1598,Olympica,1978
8109,The Battle of Lobositz,1978
784,Discretion,1978
6978,Neutron,1978
6940,The Battle of the Alma,1978
1943,This Game is Bonkers!,1978
2988,Sticks & Stones,1978
3936,The Siege of Constantinople,1978
12218,Lille,1978
3615,Agincourt  The Triumph of Archery over Armor,1978
4317,Mayday,1978
11925,Quizzle,1978
3560,Ice War,1978
5743,Win Place Show,1978
6939,The Battle of Guilford Courthouse,1978
1650,The Lord of the Rings Adventure Game,1978
1277,Fish & Chips,1978
3643,Spellmaker,1978
22392,T.E.G.  Plan T\u00e1ctico y Estrat\u00e9gico de la Guerra,1978
5438,English Civil War,1978
5860,Descent on Crete,1978
2634,Quo Vadis,1978
6119,Laser Attack,1978
5905,Energi,1978
2151,Stomp!,1978
6687,Lords Of The Middle Sea,1978
6915,1942,1978
13010,Interpol,1978
3639,Strange New Worlds,1978
6913,The Battle of Agincourt,1978
3946,Pyramids,1978
3465,Black Hole,1978
613,\u00dcber Bord,1978
6806,Nautic Miles,1978
3996,Sudden Death!,1978
34866,Crossword,1978
10578,Super 3,1978
8024,Up Scope!,1978
6630,Intercept  The Electronic Search and Destroy Game,1978
3314,L\u00fcgenbeutel,1978
2314,Off to the Tower,1978
4788,Quad-Ominos,1978
5121,Knock Out,1978
4559,Ginnykub,1978
16052,Merlin,1978
3719,British Square,1978
5996,The Battle for Cassino  Assaulting the Gustav Line,1978
5234,Sniggle!,1978
1656,Smokers Wild,1978
386,Privateer,1978
6398,Close Encounters of the Third Kind,1978
9938,Smath,1978
15599,Jumbolino,1978
4852,Armada,1978
1837,Word Yahtzee,1978
1510,Class Struggle,1978
2688,Battlestar Galactica,1978
5749,Simon,1978
992,Alcazar,1978
1775,Password Plus,1978
2054,Interaction,1978
2587,Cross of Iron,1978
2810,Checkpoint  Danger!,1978
3011,Supermoney,1978
3151,Star Fighter,1978
3392,Outlaw & Posse,1978
3690,Quick Quiz?,1978
3879,What's Up,1978
3935,The Art of Siege,1978
4164,Sell Out by National Lampoon,1978
4194,Conquest of North America,1978
4238,18 Wheeler,1978
4408,Cyborg Cyborg Cyborg,1978
4590,Duo-Bridge,1978
4712,The DragonLords,1978
4717,Cosmic Encounter  Expansion Set #3,1978
4858,Pass it on,1978
4986,Elementary Watson,1978
4988,Equality,1978
5016,Marston Moor,1978
5036,Operation Condor  The Liberation of Spain 1942\/1943,1978
5085,Lucan,1978
5103,Doctor,1978
5113,Fat Chance,1978
121,Frank Herbert's Dune,1979
22,\u5263\u3068\u9b54\u6cd5\u306e\u56fd  Magic Realm,1979
442,Um Reifenbreite,1979
10550,Super Boggle,1979
244,Circus Maximus,1979
162,The Awful Green Things From Outer Space,1979
1589,Star Fleet Battles,1979
23,Divine Right,1979
1717,Freedom in the Galaxy,1979
5651,The Longest Day,1979
310,Wizard's Quest,1979
1992,Stop Thief,1979
539,Dampfross,1979
10183,Napoleon at Leipzig,1979
2800,The Ironclads,1979
1674,Naval War,1979
1783,The Creature That Ate Sheboygan,1979
2891,Starfire,1979
63,Samurai,1979
4255,Ney vs. Wellington,1979
2254,Title Bout,1979
4085,Leningrad  The Advance of Army Group North Summer 1941,1979
1695,The Legend of Robin Hood,1979
13016,White Death  Velikiye Luki,1979
1329,Hyle,1979
4288,Panzer (first edition),1979
4292,The Sword and the Flame,1979
1997,Zargo's Lords,1979
3053,Bonaparte in Italy,1979
13995,La Bataille d'Espagnol  Talavera,1979
37061,Star Fleet Battles (Designer's Edition),1979
2885,C.V.,1979
18529,The Penguin Book of Card Games,1979
11111,Red Star\/White Eagle  The Russo-Polish War,1979
4146,Battle for Italy,1979
4121,Road to the Rhine,1979
4436,Cityfight  Modern Combat in the Urban Environment,1979
3369,John Carter  Warlord of Mars,1979
6914,Beda Fomm,1979
1694,Little Round Top  The South's Best Chance at Gettysburg,1979
13182,Korsun Pocket,1979
11139,Bloody April  The Battle of Shiloh,1979
5195,The Farming Game,1979
2236,Streets of Stalingrad,1979
3162,Invasion of the Air-eaters,1979
4293,The Great Redoubt,1979
3965,Snapshot,1979
10534,Napoleon's Art of War  Eylau and Dresden,1979
9150,Dark December,1979
8328,Paratroop,1979
8537,Destroyer Captain,1979
9504,Corteo,1979
7636,Marita-Merkur,1979
1387,Alaska,1979
4294,The Thin Red Line,1979
7934,Imperial Governor & Strategos,1979
4252,Bulge,1979
2240,Mad Magazine Card Game,1979
3625,DeathMaze,1979
17482,Amiraut\u00e9,1979
6768,Battlestar Galactica,1979
2743,Starfall,1979
1697,Hundred Days Battles,1979
4683,Prochorovka  Armor at Kursk,1979
5220,Star Trek Game,1979
8245,Bloody Buna,1979
5777,Electronic Detective,1979
1896,The American Dream Game,1979
2757,Marine  2002,1979
1649,Kroll & Prumni,1979
6896,MechWar 2  Red Star \/ White Star,1979
11855,Tamburlaine the Great,1979
4316,Belter  Mining the Asteroids,1979
2709,The Beastlord,1979
11510,Robert at Bannockburn,1979
4295,Murfreesboro,1979
3245,Cerberus  The Proxima Centauri Campaign,1979
11027,Reich  The Iron Dream of German Unification,1979
4245,Asteroid Zero-Four,1979
1516,USAC Auto Racing,1979
5589,Full House,1979
1599,StarGate,1979
7063,Double Star,1979
3527,Iliad,1979
3677,Ultimatum,1979
3039,Swordquest,1979
8740,Imperium Romanum  The Clash of Legions,1979
3174,Titan Strike!,1979
727,Chinese Civil War,1979
905,Vagabondo,1979
6921,Bloodtree Rebellion,1979
2097,Middle Sea  Empires of the Feudal Age,1979
4815,The Campaign for North Africa,1979
2911,Point-Blank,1979
3626,Demons,1979
6689,Alien,1979
4738,Dead Stop! Game,1979
9211,Screwball Scramble,1979
4299,Battle  The Game of Strategy,1979
10152,Super Simon,1979
5265,Commando,1979
8324,The China War,1979
1857,Time War,1979
5666,Strolling Bowling,1979
39,Darkover,1979
675,4th Dimension,1979
4353,Vector 3,1979
3673,Hot Spot,1979
5709,Touch\u00e9,1979
6228,Rolling Thunder,1979
40974,Superpoly,1979
3160,Holy War,1979
2197,Travel Kensington,1979
7556,Panzer Battles,1979
2036,Time  The Game,1979
1684,Intern,1979
1424,Book of Lists Game,1979
1718,Foreign Exchange,1979
7399,The Allowance Game,1979
1175,Movies and Money,1979
9004,Pop-Up Pirate!,1979
13166,Let's Go Fishin',1979
1604,The Mad Magazine Game,1979
4143,Guess Who?,1979
1228,Maneuver,1979
1596,Nevo,1979
1661,Balance of Power,1979
1689,War of the Networks,1979
1789,Raiders and Traders  The Heroic Age of Greece,1979
1921,Sovereign of the Seas,1979
2167,Jackpot Payoff,1979
2330,Medical Monopoly,1979
2479,Candidate,1979
3042,Survival \/ The Barbarian,1979
3113,Empire,1979
3467,Star Quest,1979
3609,Crescendo of Doom,1979
3694,Great Medieval Battles,1979
3757,Twin Rotor Combine,1979
3930,The Sorcerer's Cave Extension Kit,1979
3939,Calculate!,1979
3948,Jolly Roger,1979
4131,Word Checkers,1979
4140,Topple,1979
4167,Insurgency,1979
4193,War of the Sky Cities,1979
4534,Rays of Light,1979
4704,The Game of Real Estate,1979
4718,Cosmic Encounter  Expansion Set #4,1979
4772,Simon de Montfort,1979
4890,Fangface,1979
4931,Bruce Jenner Decathlon Game,1979
5070,Victory Circle,1979
5079,Push,1979
5102,Incredible Hulk Smash-Up Action Game,1979
71,Civilization,1980
41,Can't Stop!,1980
103,Titan,1980
798,Ace of Aces  Handy Rotary Series,1980
626,War and Peace,1980
2290,Phantoms vs Phantoms,1980
911,Empires of the Middle Ages,1980
364,Samarkand,1980
1720,Dragon Pass  The Return of Prince Argrath and the Lunar Empire Wars,1980
748,Trax,1980
1152,The Mystic Wood,1980
623,Swashbuckler,1980
8887,Battle for Stalingrad,1980
4275,Pea Ridge  The Gettysburg of the West March 7-8 1862,1980
427,Grass,1980
4839,Berlin '85  The Enemy at the Gates,1980
76436,Bismarck (second edition),1980
7109,Fifth Corps,1980
2613,Intruder,1980
4289,88,1980
5482,Devil's Den  Hood's assault at Gettysburg,1980
3248,Citadel of Blood,1980
4291,Armor,1980
2478,Quirks,1980
7365,Wilson's Creek  The West's First Fight,1980
8250,Patton's 3rd Army  The Lorraine Campaign,1980
2728,The Generals,1980
2376,The Wreck of the B.S.M. Pandora,1980
2229,Spiel,1980
8721,Hof Gap,1980
2388,Dark Nebula,1980
2262,Mythology,1980
1780,Knights of Camelot,1980
1772,Asteroid,1980
6282,Azhanti High Lightning,1980
6918,1940,1980
5503,TimeTripper,1980
201281,Apocalypse  The Game of Nuclear Devastation,1980
6732,Aces High,1980
4746,Dungeons & Dragons Computer Labyrinth Game,1980
5479,Drive on Washington  The Battle of Monocacy Junction,1980
1013,Energie Poker,1980
5389,Niki Lauda's Formel 1,1980
17041,La Bataille d'Austerlitz,1980
12269,Manassas,1980
9086,Eylau  Napoleon's Winter Battle,1980
4290,Pickett's Charge,1980
9577,Across Suez,1980
2146,Warlock,1980
3932,Interplay,1980
5483,Kursk  History's Greatest Tank Battle,1980
18531,The Complete Book of Wargames,1980
18472,The Complete Wargames Handbook,1980
983,Tangoes,1980
3251,Barbarian Kings,1980
7106,Tabu,1980
8533,Quintillions,1980
3561,Ram Speed,1980
4208,The Kaiser's Battle  The German Offensive,1980
4215,One-Page Bulge,1980
6402,Forward to Richmond!,1980
7938,The Battle of Prague,1980
6907,Mai '68 Le jeu,1980
2531,Valley Of The Four Winds,1980
12142,The Battle of Austerlitz,1980
3238,Rally,1980
1405,Adventurer,1980
931,Intersection,1980
2214,Saga,1980
3036,Kung Fu 2100,1980
3617,Operation Pegasus,1980
2720,Shooting Stars,1980
18870,Wykersham,1980
2826,Jackpot Yahtzee,1980
2160,Robots!,1980
7112,NATO Division Commander,1980
7566,The War of the Worlds,1980
4196,Fantasy Forest,1980
2599,Valkenburg Castle,1980
1076,Captain Future,1980
9398,War Games Rules  3000 BC to 1485 AD,1980
4139,Rommel's Panzers,1980
5437,Raid on Iran,1980
8364,Assault on Leningrad,1980
3674,Fast Attack Boats,1980
1983,Frontier-6,1980
4298,Beachhead,1980
3468,Panzer Pranks,1980
11446,La Ruta del Tesoro,1980
4271,Artifact,1980
10543,The Drive on Metz (first edition),1980
1560,Hero,1980
10392,Campaigns of Napoleon,1980
5957,Tito,1980
4297,Dallas,1980
10718,The Garden Game,1980
4118,Slide 5,1980
19475,Spingo,1980
6543,WorldKiller,1980
4260,Odyssey,1980
2933,Ringside,1980
5564,Oh What a Mountain!,1980
2193,Food Fight,1980
9234,Tocca a te!,1980
3090,Doctor Who  The Game of Time & Space,1980
4181,Tri-Trac,1980
6792,Star Wars  Hoth Ice Planet Adventure Game,1980
3533,Arena of Death,1980
3867,The Hammer of Thor  The Game of Norse Mythology,1980
6486,Save the President,1980
7924,Oogsttijd,1980
4117,Ruffhouse,1980
5203,Annihilator & One World,1980
25097,Mausefalle,1980
7803,O'NO 99,1980
3393,Public Assistance,1980
5420,Assassin  The Final Game,1980
2048,Starships,1980
2411,Mount Everest,1980
2508,Caverns Deep,1980
2525,Fort Worth Scene,1980
2755,New America,1980
2798,The Ironclads Expansion Kit,1980
2888,Starfire II,1980
3002,Circuit,1980
3009,King of the Mountain,1980
3250,Runngus' Game,1980
3277,Save Our Bureaucrats,1980
3286,Holocaust,1980
3611,Backgammon 4,1980
3833,Takeover  The Stock Market Game,1980
4094,Slip Disc,1980
4116,Capitol Rummy,1980
4147,Spellbinder,1980
4261,Odysseus  Role Play for the Homeric Age,1980
4307,Ostkrieg  Armoured Warfare on the East Front,1980
4447,Plus One,1980
4589,The Love Boat World Cruise Game,1980
4719,Cosmic Encounter  Expansion Set #5,1980
4732,Space Warrior,1980
4787,Captain Caveman and the Teen Angels Game,1980
4995,Dollars & Sense,1980
5101,Expedition,1980
2511,Sherlock Holmes Consulting Detective  The Thames Murders & Other Cases,1981
701,A House Divided  War Between the States 1861-65,1981
98,Axis and Allies,1981
1032,B-17  Queen of the Skies,1981
1423,Storm over Arnhem,1981
30,Dark Tower,1981
2795,Car Wars Deluxe Edition,1981
7104,Ace of Aces  Powerhouse Series,1981
1323,Cry Havoc,1981
2,Dragonmaster,1981
1982,Black Spy,1981
1693,Gladiator,1981
1631,Barbarian Prince,1981
426,The Battle of the Bulge,1981
2678,Voyage of the B.S.M. Pandora,1981
2168,Hitler's War,1981
8325,The Desert Fox,1981
2759,Havannah,1981
4346,Cedar Mountain  Prelude to Bull Run,1981
2919,Search for the Emperor's Treasure,1981
1633,Spies!,1981
5928,Harpoon (1st & 3rd edition),1981
8320,Sicily  The Race for Messina,1981
938,The Wizard of Oz,1981
2742,Wings,1981
8722,BAOR,1981
3600,Fifth Frontier War,1981
982,Amoeba Wars,1981
5142,Fighting Sail  Sea Combat in the Age of Canvas and Shot 1775-1815,1981
2213,Revolt on Antares,1981
5082,Rush Hour,1981
3531,The Return of the Stainless Steel Rat,1981
6916,1941,1981
17537,The Battle of Corinth  Standoff at the Tennessee,1981
9177,Armchair Cricket,1981
7637,The Fall of France,1981
3246,Albion  Land of Faerie,1981
6937,1829 Northern Board,1981
5992,Operation Grenade,1981
7774,Striker,1981
1635,Demonlord,1981
17538,Jackson at the Crossroads  Cross Keys & Port Republic,1981
2216,Vampyre,1981
5264,Kanev  Parachutes Across the Dnepr,1981
139,Hoax,1981
477,The Broadway Game,1981
5488,TaskForce,1981
487,Power  the Game,1981
2121,The Sword and the Stars,1981
4358,The Guns of August,1981
1792,Star Viking,1981
3670,Battlewagon,1981
2706,Attack of the Mutants!,1981
8307,Killer,1981
4084,The Alamo  Victory in Death,1981
1593,Down with the King,1981
193,Tutto! Volle Lotte,1981
12541,Playing Cards Around the World,1981
8538,Ironbottom Sound,1981
6909,Fief,1981
1594,Federation Space,1981
38,Runes,1981
6338,Seekrieg (Fourth Edition),1981
5200,Helltank,1981
11452,Suez '73,1981
2215,They've Invaded Pleasantville,1981
2713,James Clavell's Noble House,1981
5162,Chinese Chess,1981
4296,Battles & Leaders,1981
6615,Napoleon at Austerlitz,1981
6085,East & West,1981
6919,Invasion  Earth,1981
5198,Stalin's Tanks,1981
3081,Rubik's Flip,1981
3666,Raider!,1981
6086,Okinawa,1981
4320,The Air-Eaters Strike Back!,1981
6088,Rommel,1981
13593,Drive on Damascus,1981
5492,Zar,1981
5193,The Fury of the Norsemen,1981
5199,The Lords of Underearth,1981
6044,Attila,1981
4060,Undead,1981
6125,Austerlitz,1981
10584,Texas Revolution,1981
10014,Norway 1940,1981
2907,James Clavell's Tai-Pan,1981
4300,The Barbarians,1981
6054,Norge,1981
1700,Outpost Gamma,1981
3249,Rescue from the Hive,1981
6983,Jungle,1981
6053,Little Big Horn,1981
4516,Ragnarok,1981
22644,La Guerra Civil Espa\u00f1ola (1936),1981
4259,The Trojan War,1981
6124,Waterloo,1981
8700,Empire (third edition),1981
4268,Razzle,1981
5201,Trailblazer,1981
8471,Trenchfoot,1981
6129,Jena,1981
3649,Power Play,1981
3918,Raiders of the Lost Ark Game,1981
4303,The Fall of South Vietnam,1981
2753,Demon's Run,1981
10651,Deflection,1981
6109,Mafia,1981
4625,Millennium,1981
5002,Sports Illustrated  Pro Golf,1981
3047,Rails Through the Rockies,1981
1619,The Roaring 20's,1981
9681,Nosey Neighbor Card Game,1981
6087,Sicilia '43,1981
7811,Stranded,1981
7586,An Enchanting Evening,1981
721,Oregon Trail,1981
731,Escape from New York,1981
6949,Garfield,1981
4486,Dragonslayer,1981
7982,DeltaVee,1981
4560,Fast 111's,1981
27552,\u00c9lve fogd el,1981
2664,Push Over,1981
2925,The Dukes of Hazzard Game,1981
5361,Doubletrack,1981
2724,Apache,1981
16191,War II,1981
5204,Dimension Demons,1981
1714,Moonstar,1981
3214,Avalon Hill's Game of Trivia,1981
1638,Archimedes Professional,1981
4404,Gold!,1981
6731,Donkey Kong,1981
2962,Inner Circle,1981
67948,Mahjong Solitaire,1981
6052,York Town,1981
10293,En Busca Del Imperio Cobra,1981
6598,Frogger,1981
4627,Ultra-Warrior,1981
1437,Trust Me,1981
30640,Warum Immer Ich?,1981
1724,Bureaucracy,1981
2431,Bargain Hunter,1981
2952,Trivial Pursuit  Genus Edition,1981
1077,Baubylon,1981
1557,Space Empires,1981
1601,Ivy Towers,1981
1655,Drinkers Wild,1981
1843,Hurricane,1981
1995,Excuses,1981
2219,Forte,1981
2469,Wildcatter,1981
2572,Quicksand,1981
2746,Asteroid Pirates,1981
3088,Dallas,1981
3278,Capital Punishment,1981
3440,Quip Qubes,1981
3675,Neck and Neck,1981
3678,Commando Actions,1981
3680,Superiority,1981
3913,Tron  Assault on MCP Game,1981
3961,Prospecting,1981
4277,Heroes of Olympus,1981
4341,Market Madness,1981
4546,Cradle of Civilization,1981
4575,Saqqara,1981
4685,Piedestal,1981
4720,Cosmic Encounter  Expansion Set #6,1981
4721,Cosmic Encounter  Expansion Set #7,1981
4733,I.C.B.M.,1981
4734,Translyvania,1981
4777,Grand Slam Baseball,1981
4811,Diadem,1981
4841,Morgan's Rifles,1981
4859,Keep Quiet Reword,1981
2653,Survive  Escape from Atlantis!,1982
168,Empire Builder,1982
84,Rommel in the Desert,1982
1044,Gunslinger,1982
859,Illuminati,1982
170,Family Business,1982
1452,Mhing,1982
2375,Sequence,1982
1705,Slapshot,1982
3534,Star Trader 3000,1982
4014,Dawn Patrol,1982
40,Borderlands,1982
1098,Judge Dredd,1982
828,Wizards,1982
96,Broadsides and Boarding Parties,1982
3110,Dragon Rage,1982
7634,Western Desert,1982
1515,Upwords,1982
614,Rubik's Race,1982
2157,Riddle of the Ring,1982
5548,VII Legio,1982
5021,The Struggle of Nations,1982
4668,Lost Treasure,1982
4449,The Battle of Monmouth,1982
1618,French Foreign Legion,1982
14451,Nomic,1982
3901,Sturm Nach Osten,1982
5752,Black Sea Black Death,1982
7475,Hand and Foot,1982
3513,Electronic Stratego,1982
12181,Football Fever,1982
7228,Victory at Waterloo,1982
1699,Star Smuggler,1982
7243,8th Army,1982
16271,No Trumpets No Drums,1982
2153,Grav Armor,1982
2483,Viking Gods,1982
11241,The Cossacks Are Coming!,1982
3229,Il gioco dei Medici,1982
6735,Star Explorer,1982
19676,Escrete,1982
4472,Arnhem Bridge,1982
4794,Soldier King,1982
17735,Jailbreak,1982
7354,Bomber,1982
11937,Red Army  The Destruction of Army Group Center,1982
10084,Stuff Yer Face,1982
1952,Long Short,1982
803,Dragonhunt,1982
3108,Goblin,1982
37103,Spangles,1982
7931,Remember Gordon! The Battle of Omdurman,1982
37391,Scotland Yard,1982
3993,Necromancer,1982
6625,Seapower & the State,1982
7230,Battle for Normandy,1982
5197,Helltank Destroyer,1982
5194,Fire When Ready,1982
20732,La conquista del Oeste,1982
7241,Fight for the Sky,1982
26560,Asalto al Banco de Inglaterra,1982
16272,Little Round Top,1982
3247,Planet Busters,1982
1173,Millionenspiel,1982
2676,Demo Derby  Saturday Night at the Track,1982
7102,City of Sorcerers,1982
1616,Remember the Alamo,1982
10898,Tricky Fingers,1982
1571,Sanctuary  Thieves World,1982
11888,Bataille de la Marne 1914,1982
8408,Siege at Peking,1982
4360,Attack in the Ardennes  The Battle of the Bulge,1982
11924,Struggle,1982
10757,Marco Polo  Dragonda,1982
3669,Moon Base Clavius,1982
2527,Attack Force,1982
10820,Master,1982
5054,War in the Falklands,1982
9610,Travspelet med V65,1982
4247,Boarding Party,1982
1127,Encounters,1982
3156,The Warriors of Batak,1982
5922,Birth of a Nation,1982
5876,Grav-Ball,1982
3516,Option,1982
4097,Raise the Roof,1982
1226,Babuschka,1982
3037,Escape from Altassar,1982
18983,La Segunda Guerra Mundial,1982
1617,Icebergs,1982
5011,Monsters of the Midway,1982
2264,Isaac Asimov's Super Quiz,1982
9368,Ave Tenebrae,1982
17005,Bonaparte,1982
25229,Rommel y Montgomery,1982
6230,Snafooey,1982
